BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2342341,5800407,3458066,157914,6059433
2,7823293,11141135,3317842,157914,6281758
3,12919674,16251336,3331662,157914,6281949
4,17931740,21382101,3450361,157914,6281815
5,23125112,26495995,3370883,157914,6282369
6,28049974,31332039,3282065,157914,6282285
7,33234266,36659889,3425623,157914,6492828
8,38545516,41949814,3404298,157914,6597889
9,44105593,47524053,3418460,157914,6597683
10,49834051,53253295,3419244,157914,6597963
11,55340687,58787411,3446724,157914,6597618
12,60276870,63726909,3450039,157914,6597655
13,65830614,69273474,3442860,157914,6597841
14,71373942,74805072,3431130,157914,6597860
15,76878658,80286980,3408322,157914,6597791
16,82515011,85933299,3418288,157914,6598306
17,85945151,85946802,1651,5,711
