BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6453329,21283911,14830582,611585,24105036
2,28619408,43402482,14783074,611585,24775177
3,51622222,66533590,14911368,611585,25550958
4,75476716,90450776,14974060,611585,25551229
5,99201999,114163179,14961180,611585,25551465
6,122510878,137484745,14973867,611585,25550895
7,145811071,160926840,15115769,611585,25551498
8,169257493,184273823,15016330,611585,25550594
9,192725026,207734315,15009289,611585,25550757
10,216049216,230993124,14943908,611585,25551057
11,240067429,254908375,14840946,611585,25551883
12,263158375,278030322,14871947,611585,25551791
13,286396841,301447332,15050491,611585,25551023
14,309726957,324718699,14991742,611585,25518383
15,333038611,347914578,14875967,611585,25433023
16,356207148,371122363,14915215,611585,25433642
17,381101140,395933055,14831915,611585,27819945
18,405670050,420634910,14964860,611585,29103277
19,429996432,444879552,14883120,611585,29103356
20,454471319,469280393,14809074,611585,29104586
21,479206014,494162390,14956376,611585,29103057
22,503699988,518548512,14848524,611585,29104040
23,528027915,542836486,14808571,611585,29103410
24,552196012,567012901,14816889,611585,29103387
25,576760660,591541525,14780865,611585,29103318
26,601344216,616100279,14756063,611585,29102766
27,626147731,640860377,14712646,611585,29102933
28,650270706,664989528,14718822,611585,28959270
29,673614548,688482348,14867800,611585,28851427
30,697010151,711798427,14788276,611585,28850399
31,720706368,735568789,14862421,611585,28850080
32,744296153,759025993,14729840,611585,28850554
33,759058219,759060543,2324,3,643
