BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,402014,506304,104290,85,3200
2,570174,606218,36044,85,3374
3,650712,889944,239232,85,3390
4,925381,966047,40666,85,3391
5,1013115,1048306,35191,85,3391
6,1081204,1149701,68497,85,3389
7,1183471,1224774,41303,85,3387
8,1263978,1400193,136215,85,3392
9,1433484,1500406,66922,85,3392
10,1532562,1567235,34673,85,3389
11,1597955,1633839,35884,85,3397
12,1666980,2018217,351237,85,3445
13,2055922,2151715,95793,85,3555
14,2194522,2226744,32222,85,3563
15,2255741,2293567,37826,85,3560
16,2320880,2393812,72932,85,3563
17,2422934,2460324,37390,85,3565
18,2482937,2519000,36063,85,3555
19,2544330,2577229,32899,85,3561
20,2600923,2769636,168713,85,3557
21,2796071,2827862,31791,85,3559
22,2853513,2886266,32753,85,3552
23,2910809,2944584,33775,85,3572
24,2968169,3262192,294023,85,3550
25,3288344,3328812,40468,85,3560
26,3354295,3387131,32836,85,3563
27,3412573,3487391,74818,85,3553
28,3513333,3679526,166193,85,3562
29,3706128,3746154,40026,85,3561
30,3771161,3804627,33466,85,3559
31,3829867,3863033,33166,85,3558
32,3887745,3921335,33590,85,3556
33,4004243,4038340,34097,8,794
