BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15222516,52684173,37461657,1223170,48879695
2,70571538,108645728,38074190,1223170,51101669
3,126438956,164534842,38095886,1223170,51101842
4,181511844,219526245,38014401,1223170,51101574
5,237465645,275475203,38009558,1223170,51101296
6,294108543,331788953,37680410,1223170,51103156
7,348876815,386795955,37919140,1223170,51068888
8,404834599,443030017,38195418,1223170,50866147
9,462581764,499982089,37400325,1223170,56922704
10,520310881,557737102,37426221,1223170,58207424
11,577400548,614983667,37583119,1223170,58206579
12,633811151,671175873,37364722,1223170,58206279
13,689920190,727382751,37462561,1223170,58205566
14,746080756,783292433,37211677,1223170,58061685
15,800960933,838165464,37204531,1223170,57701308
16,856235556,893483123,37247567,1223170,57700116
17,893515790,893518541,2751,3,643
