BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,18729343,44151575,25422232,1223170,48879695
2,74753640,100586128,25832488,1223170,51101669
3,137046779,162729083,25682304,1223170,51101842
4,199950635,225209174,25258539,1223170,51101574
5,263175101,288472227,25297126,1223170,51101296
6,327830911,353460362,25629451,1223170,51103156
7,390512296,415825174,25312878,1223170,51068888
8,454184319,479556615,25372296,1223170,50866147
9,521426238,546022643,24596405,1223170,56922704
10,588295882,612562325,24266443,1223170,58207424
11,654627019,678667656,24040637,1223170,58206579
12,719188349,743487939,24299590,1223170,58206279
13,782293673,806136302,23842629,1223170,58205566
14,845906024,870206640,24300616,1223170,58061685
15,907645595,931984230,24338635,1223170,57701308
16,969384583,993457435,24072852,1223170,57700116
17,993504337,993508211,3874,3,643
