BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,105273,111826,6553,85,3200
2,152200,157631,5431,85,3374
3,194856,200544,5688,85,3390
4,222438,230454,8016,85,3391
5,254890,260466,5576,85,3391
6,281698,287339,5641,85,3389
7,313558,323507,9949,85,3387
8,345228,351433,6205,85,3392
9,369826,375473,5647,85,3392
10,392518,398921,6403,85,3389
11,416825,422241,5416,85,3397
12,439863,448921,9058,85,3445
13,469229,474812,5583,85,3555
14,496262,501688,5426,85,3563
15,517499,523406,5907,85,3560
16,541662,547228,5566,85,3563
17,564039,569699,5660,85,3565
18,584589,588438,3849,85,3555
19,607041,612619,5578,85,3561
20,628770,634445,5675,85,3557
21,649039,652688,3649,85,3559
22,666731,672119,5388,85,3552
23,685980,691744,5764,85,3572
24,706005,709676,3671,85,3550
25,723521,729391,5870,85,3560
26,743324,746996,3672,85,3563
27,760812,767103,6291,85,3553
28,784326,788057,3731,85,3562
29,806474,812590,6116,85,3561
30,828016,831679,3663,85,3559
31,845208,851399,6191,85,3558
32,865072,868682,3610,85,3556
33,881780,884185,2405,8,794
