BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1445295,4131149,2685854,78957,2960759
2,5168819,7518492,2349673,78957,3099192
3,8514060,10763401,2249341,78957,3141173
4,11831503,14164032,2332529,78957,3141103
5,15103580,17345898,2242318,78957,3141296
6,18263701,20512138,2248437,78957,3141171
7,21369512,23633368,2263856,78957,3141239
8,24588974,26867673,2278699,78957,3141094
9,27721066,29989198,2268132,78957,3141376
10,30840377,33153811,2313434,78957,3141511
11,34004512,36303945,2299433,78957,3141402
12,37151237,39618641,2467404,78957,3141401
13,40572662,42851367,2278705,78957,3194087
14,43852157,46215911,2363754,78957,3299259
15,47205054,49584754,2379700,78957,3299299
16,50488403,52907487,2419084,78957,3299108
17,53837718,56213638,2375920,78957,3299123
18,57136381,59556445,2420064,78957,3299078
19,60541057,62980762,2439705,78957,3299388
20,63901315,66217919,2316604,78957,3299093
21,67139051,69513158,2374107,78957,3298909
22,70437630,72833076,2395446,78957,3299227
23,73771616,76144793,2373177,78957,3299183
24,77068843,79469133,2400290,78957,3298990
25,80387541,82765700,2378159,78957,3299094
26,83687373,86121048,2433675,78957,3299265
27,87041355,89409755,2368400,78957,3299148
28,90337398,92693639,2356241,78957,3299230
29,93612094,96016792,2404698,78957,3299219
30,96944191,99392633,2448442,78957,3299090
31,100383733,102754022,2370289,78957,3299343
32,103738998,106075580,2336582,78957,3299481
33,106096678,106099098,2420,5,711
