BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,70202,76538,6336,85,3200
2,112883,128649,15766,85,3374
3,161808,167848,6040,85,3390
4,188940,197177,8237,85,3391
5,221249,227057,5808,85,3391
6,250493,256295,5802,85,3389
7,277536,286025,8489,85,3387
8,307863,315353,7490,85,3392
9,333755,340518,6763,85,3392
10,362244,367948,5704,85,3389
11,385609,391110,5501,85,3397
12,408877,414658,5781,85,3445
13,435522,441139,5617,85,3555
14,461168,466603,5435,85,3563
15,483256,488908,5652,85,3560
16,504975,510847,5872,85,3563
17,529189,533362,4173,85,3565
18,548127,553639,5512,85,3555
19,573924,579619,5695,85,3561
20,598478,604219,5741,85,3557
21,618085,621904,3819,85,3559
22,636344,641825,5481,85,3552
23,659263,664951,5688,85,3572
24,679288,683031,3743,85,3550
25,698747,704696,5949,85,3560
26,722204,728552,6348,85,3563
27,742549,746405,3856,85,3553
28,760264,766386,6122,85,3562
29,780243,783940,3697,85,3561
30,798103,804571,6468,85,3559
31,818031,821766,3735,85,3558
32,834941,841312,6371,85,3556
33,854003,858318,4315,8,794
