BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,177841,192439,14598,170,6056
2,278055,288096,10041,170,6263
3,356682,366886,10204,170,6262
4,425140,453824,28684,170,6261
5,517323,534456,17133,170,6263
6,587880,605832,17952,170,6324
7,666477,683313,16836,170,6600
8,738866,749291,10425,170,6605
9,793553,807790,14237,170,6602
10,854662,868523,13861,170,6600
11,907905,921052,13147,170,6593
12,959485,966910,7425,170,6604
13,1009195,1022806,13611,170,6605
14,1066496,1078879,12383,170,6597
15,1116369,1129650,13281,170,6602
16,1173249,1186559,13310,170,6596
17,1220144,1222967,2823,8,794
