BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15925157,52071819,36146662,1223170,48879695
2,69894496,103137910,33243414,1223170,51101669
3,121374731,156484521,35109790,1223170,51101842
4,173649096,207762122,34113026,1223170,51101574
5,225412537,258872656,33460119,1223170,51101296
6,277416731,310599764,33183033,1223170,51103156
7,327615406,362272161,34656755,1223170,51068888
8,380446924,414024410,33577486,1223170,50866147
9,433719655,467015379,33295724,1223170,56922704
10,487282641,520342563,33059922,1223170,58207424
11,539977370,572401474,32424104,1223170,58206579
12,591099518,624581483,33481965,1223170,58206279
13,643302431,676691120,33388689,1223170,58205566
14,695614222,727246139,31631917,1223170,58061685
15,744952048,778241116,33289068,1223170,57701308
16,796345705,828604095,32258390,1223170,57700116
17,828700560,828731109,30549,3,643
