BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16171212,50861865,34690653,1223170,48879695
2,68842003,102117990,33275987,1223170,51101669
3,120299853,152704828,32404975,1223170,51101842
4,170044933,203174035,33129102,1223170,51101574
5,221247505,254504511,33257006,1223170,51101296
6,273491881,307796907,34305026,1223170,51103156
7,325056179,358040704,32984525,1223170,51068888
8,376331854,408751603,32419749,1223170,50866147
9,428679074,460658666,31979592,1223170,56922704
10,481060415,512482775,31422360,1223170,58207424
11,532197284,563708668,31511384,1223170,58206579
12,582562085,614025201,31463116,1223170,58206279
13,632824981,665794437,32969456,1223170,58205566
14,684957167,716337953,31380786,1223170,58061685
15,733990118,766497008,32506890,1223170,57701308
16,784435410,816635618,32200208,1223170,57700116
17,816825311,816846719,21408,3,643
