BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,216303,227568,11265,170,6056
2,305227,314903,9676,170,6263
3,383344,396387,13043,170,6262
4,451224,476793,25569,170,6261
5,540728,556407,15679,170,6263
6,607050,625621,18571,170,6324
7,670713,689297,18584,170,6600
8,741938,757410,15472,170,6605
9,803606,826648,23042,170,6602
10,874140,893185,19045,170,6600
11,929341,945365,16024,170,6593
12,990494,1000969,10475,170,6604
13,1042707,1056376,13669,170,6605
14,1101018,1114494,13476,170,6597
15,1159113,1171732,12619,170,6602
16,1220417,1235138,14721,170,6596
17,1265319,1267442,2123,8,794
