BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,109400,120885,11485,170,6056
2,171409,182046,10637,170,6263
3,224525,235664,11139,170,6262
4,264693,279215,14522,170,6261
5,308482,320805,12323,170,6263
6,345578,358799,13221,170,6324
7,388573,400384,11811,170,6600
8,430524,440194,9670,170,6605
9,462438,474199,11761,170,6602
10,500687,510576,9889,170,6600
11,529332,538236,8904,170,6593
12,556773,569275,12502,170,6604
13,590468,600432,9964,170,6605
14,622186,632412,10226,170,6597
15,659742,669576,9834,170,6602
16,696120,702649,6529,170,6596
17,719727,725888,6161,8,794
