BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2234047,6307934,4073887,157914,6059433
2,8382500,12308950,3926450,157914,6281758
3,14329601,18054651,3725050,157914,6281949
4,19934600,23665969,3731369,157914,6281815
5,25549826,29272471,3722645,157914,6282369
6,31152068,34892338,3740270,157914,6282285
7,37019829,40759897,3740068,157914,6492828
8,42717422,46536448,3819026,157914,6597889
9,48334585,52230751,3896166,157914,6597683
10,54211181,58023998,3812817,157914,6597963
11,59912233,63812145,3899912,157914,6597618
12,65613425,69417877,3804452,157914,6597655
13,71209228,74999551,3790323,157914,6597841
14,76791336,80711245,3919909,157914,6597860
15,82488274,86320883,3832609,157914,6597791
16,88236261,92110705,3874444,157914,6598306
17,92138333,92140491,2158,5,711
