BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2202402,7188775,4986373,157914,6059433
2,9218310,14109066,4890756,157914,6281758
3,16010227,20646564,4636337,157914,6281949
4,22357315,26962131,4604816,157914,6281815
5,28743493,33342597,4599104,157914,6282369
6,35104331,39668141,4563810,157914,6282285
7,41562419,46282085,4719666,157914,6492828
8,48197106,53052034,4854928,157914,6597889
9,54824371,59620800,4796429,157914,6597683
10,61510791,66341839,4831048,157914,6597963
11,68117164,72807488,4690324,157914,6597618
12,74605045,79391905,4786860,157914,6597655
13,81169698,85994735,4825037,157914,6597841
14,87766684,92535625,4768941,157914,6597860
15,94301137,99052677,4751540,157914,6597791
16,100947491,105699717,4752226,157914,6598306
17,105726061,105728515,2454,5,711
