BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,94853,106846,11993,170,6056
2,154401,164873,10472,170,6263
3,201927,212894,10967,170,6262
4,244197,258657,14460,170,6261
5,288178,300606,12428,170,6263
6,325624,337188,11564,170,6324
7,372791,384248,11457,170,6600
8,410245,421651,11406,170,6605
9,442831,452294,9463,170,6602
10,473177,485283,12106,170,6600
11,506897,515632,8735,170,6593
12,534255,543497,9242,170,6604
13,562692,572888,10196,170,6605
14,596848,607107,10259,170,6597
15,631473,640335,8862,170,6602
16,659930,669745,9815,170,6596
17,686345,692963,6618,8,794
