BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,134307,146223,11916,85,3200
2,218145,223848,5703,85,3374
3,288112,294499,6387,85,3390
4,334814,351568,16754,85,3391
5,403507,409334,5827,85,3391
6,453762,465098,11336,85,3389
7,509969,520017,10048,85,3387
8,571896,579994,8098,85,3392
9,622232,632255,10023,85,3392
10,673865,682885,9020,85,3389
11,717873,726409,8536,85,3397
12,765193,774900,9707,85,3445
13,815611,824162,8551,85,3555
14,863797,872939,9142,85,3563
15,909383,918950,9567,85,3560
16,956321,964669,8348,85,3563
17,1006411,1012188,5777,85,3565
18,1051695,1060918,9223,85,3555
19,1097349,1106430,9081,85,3561
20,1149129,1154256,5127,85,3557
21,1189060,1197836,8776,85,3559
22,1236637,1241331,4694,85,3552
23,1280241,1290035,9794,85,3572
24,1327983,1337405,9422,85,3550
25,1375931,1381846,5915,85,3560
26,1417198,1425457,8259,85,3563
27,1461597,1466358,4761,85,3553
28,1500716,1510964,10248,85,3562
29,1546140,1550675,4535,85,3561
30,1585791,1595182,9391,85,3559
31,1631413,1636003,4590,85,3558
32,1671236,1682244,11008,85,3556
33,1713192,1715026,1834,8,794
