BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,8409921,21114639,12704718,611585,24105036
2,36877101,49255566,12378465,611585,24775177
3,64459923,77383966,12924043,611585,25550958
4,95415497,108000506,12585009,611585,25551229
5,126544443,139118624,12574181,611585,25551465
6,156023906,168663103,12639197,611585,25550895
7,185238712,197994736,12756024,611585,25551498
8,214976665,227443818,12467153,611585,25550594
9,244395636,257109839,12714203,611585,25550757
10,274776974,287734327,12957353,611585,25551057
11,305336502,317923181,12586679,611585,25551883
12,334903165,347407954,12504789,611585,25551791
13,364471644,377044980,12573336,611585,25551023
14,393830413,406483177,12652764,611585,25518383
15,423645808,436155158,12509350,611585,25433023
16,453331731,466378543,13046812,611585,25433642
17,485915095,498225993,12310898,611585,27819945
18,516070442,528337125,12266683,611585,29103277
19,545890924,558070498,12179574,611585,29103356
20,575569657,587819084,12249427,611585,29104586
21,605733812,617842343,12108531,611585,29103057
22,635823024,648020303,12197279,611585,29104040
23,665784552,678028264,12243712,611585,29103410
24,696149385,708448768,12299383,611585,29103387
25,726478937,738882420,12403483,611585,29103318
26,756673941,769010935,12336994,611585,29102766
27,786765260,799218512,12453252,611585,29102933
28,816854394,828970615,12116221,611585,28959270
29,846842716,858996333,12153617,611585,28851427
30,876750485,888795069,12044584,611585,28850399
31,906814475,918788578,11974103,611585,28850080
32,936648930,948805579,12156649,611585,28850554
33,948849983,948852169,2186,3,643
