BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15193733,53509946,38316213,1223170,48879695
2,71466907,110207888,38740981,1223170,51101669
3,128061102,166653501,38592399,1223170,51101842
4,183727571,221909622,38182051,1223170,51101574
5,239749093,278144468,38395375,1223170,51101296
6,296575405,335021320,38445915,1223170,51103156
7,351941862,390048818,38106956,1223170,51068888
8,407884666,446173136,38288470,1223170,50866147
9,466020893,503993712,37972819,1223170,56922704
10,524306677,561817914,37511237,1223170,58207424
11,581573812,618933815,37360003,1223170,58206579
12,637738003,675383372,37645369,1223170,58206279
13,694361558,732439433,38077875,1223170,58205566
14,751226645,788572778,37346133,1223170,58061685
15,806220706,843379180,37158474,1223170,57701308
16,861614070,898689906,37075836,1223170,57700116
17,898722503,898724958,2455,3,643
