BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2192369,6219473,4027104,157914,6059433
2,8339980,12163037,3823057,157914,6281758
3,14167914,17825067,3657153,157914,6281949
4,19727833,23453867,3726034,157914,6281815
5,25322676,28983253,3660577,157914,6282369
6,30818894,34476025,3657131,157914,6282285
7,36600954,40446397,3845443,157914,6492828
8,42403340,46187337,3783997,157914,6597889
9,47987291,51827662,3840371,157914,6597683
10,53777282,57606928,3829646,157914,6597963
11,59434155,63224824,3790669,157914,6597618
12,65079020,68902859,3823839,157914,6597655
13,70744816,74591241,3846425,157914,6597841
14,76385803,80274885,3889082,157914,6597860
15,82063565,85884995,3821430,157914,6597791
16,87820378,91652219,3831841,157914,6598306
17,91685559,91687820,2261,5,711
