BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1408911,4147111,2738200,78957,2960759
2,5138056,7620400,2482344,78957,3099192
3,8607539,11006395,2398856,78957,3141173
4,12075650,14330347,2254697,78957,3141103
5,15258597,17553532,2294935,78957,3141296
6,18474105,20751825,2277720,78957,3141171
7,21604180,23938953,2334773,78957,3141239
8,24881359,27154993,2273634,78957,3141094
9,27997001,30350234,2353233,78957,3141376
10,31196389,33599629,2403240,78957,3141511
11,34452662,36771062,2318400,78957,3141402
12,37618732,39925238,2306506,78957,3141401
13,40891159,43254733,2363574,78957,3194087
14,44252468,46702107,2449639,78957,3299259
15,47696770,50110045,2413275,78957,3299299
16,51030765,53495834,2465069,78957,3299108
17,54417149,56833419,2416270,78957,3299123
18,57760387,60154980,2394593,78957,3299078
19,61143773,63612998,2469225,78957,3299388
20,64531443,66919964,2388521,78957,3299093
21,67846849,70360278,2513429,78957,3298909
22,71278899,73751173,2472274,78957,3299227
23,74683322,77113519,2430197,78957,3299183
24,78029991,80548395,2518404,78957,3298990
25,81450364,83832531,2382167,78957,3299094
26,84754008,87246525,2492517,78957,3299265
27,88160035,90584016,2423981,78957,3299148
28,91485168,93875932,2390764,78957,3299230
29,94791639,97208480,2416841,78957,3299219
30,98130701,100626451,2495750,78957,3299090
31,101596571,103994795,2398224,78957,3299343
32,104984239,107364333,2380094,78957,3299481
33,107387896,107390158,2262,5,711
