BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,7006044,26180654,19174610,611585,24105036
2,33537060,48847759,15310699,611585,24775177
3,57225614,74383643,17158029,611585,25550958
4,83371954,100257149,16885195,611585,25551229
5,109114876,126196818,17081942,611585,25551465
6,134698038,151142334,16444296,611585,25550895
7,159661056,177239706,17578650,611585,25551498
8,185696715,203032381,17335666,611585,25550594
9,211889054,229657099,17768045,611585,25550757
10,238056966,255226893,17169927,611585,25551057
11,264527807,282219404,17691597,611585,25551883
12,290799062,308273153,17474091,611585,25551791
13,316796946,334223297,17426351,611585,25551023
14,342708211,359363081,16654870,611585,25518383
15,367900854,385322460,17421606,611585,25433023
16,393817812,410748954,16931142,611585,25433642
17,421082112,437314744,16232632,611585,27819945
18,447616871,464224267,16607396,611585,29103277
19,473661888,489734791,16072903,611585,29103356
20,499579792,515833305,16253513,611585,29104586
21,525836211,542384660,16548449,611585,29103057
22,551984635,568627911,16643276,611585,29104040
23,578349837,594255054,15905217,611585,29103410
24,603814095,619528011,15713916,611585,29103387
25,629017507,644583970,15566463,611585,29103318
26,654392921,671175893,16782972,611585,29102766
27,681322126,697818634,16496508,611585,29102933
28,707367018,723352158,15985140,611585,28959270
29,732167719,748067264,15899545,611585,28851427
30,756771288,772853587,16082299,611585,28850399
31,781871626,797260842,15389216,611585,28850080
32,806159581,821973625,15814044,611585,28850554
33,822068853,822145562,76709,3,643
