BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2210512,6222750,4012238,157914,6059433
2,8328722,12166701,3837979,157914,6281758
3,14091918,17841155,3749237,157914,6281949
4,19655583,23380416,3724833,157914,6281815
5,25168330,28813670,3645340,157914,6282369
6,30577340,34230984,3653644,157914,6282285
7,36198918,39926604,3727686,157914,6492828
8,41954325,45703284,3748959,157914,6597889
9,47501311,51300946,3799635,157914,6597683
10,53241944,57081758,3839814,157914,6597963
11,58914464,62744756,3830292,157914,6597618
12,64608806,68437872,3829066,157914,6597655
13,70297179,74119344,3822165,157914,6597841
14,75898182,79747121,3848939,157914,6597860
15,81537817,85381327,3843510,157914,6597791
16,87323742,91098560,3774818,157914,6598306
17,91131864,91134183,2319,5,711
