BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,98587,108625,10038,170,6056
2,158648,167611,8963,170,6263
3,203739,213448,9709,170,6262
4,242929,255678,12749,170,6261
5,285302,294460,9158,170,6263
6,319659,330824,11165,170,6324
7,360826,382992,22166,170,6600
8,409727,419653,9926,170,6605
9,441039,449037,7998,170,6602
10,469799,481880,12081,170,6600
11,500344,507741,7397,170,6593
12,526356,533938,7582,170,6604
13,551982,559733,7751,170,6605
14,577925,586194,8269,170,6597
15,605155,613176,8021,170,6602
16,630497,638419,7922,170,6596
17,651605,657638,6033,8,794
