BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2537368,9433191,6895823,157914,6059433
2,11511588,16085241,4573653,157914,6281758
3,18154176,22206058,4051882,157914,6281949
4,23943579,28438933,4495354,157914,6281815
5,30409764,34360516,3950752,157914,6282369
6,36232469,40248512,4016043,157914,6282285
7,42730602,46249480,3518878,157914,6492828
8,48389672,52573805,4184133,157914,6597889
9,54343349,58393348,4049999,157914,6597683
10,60342187,64552245,4210058,157914,6597963
11,66346690,70327383,3980693,157914,6597618
12,72152123,76536618,4384495,157914,6597655
13,78383521,82607921,4224400,157914,6597841
14,84439098,88606498,4167400,157914,6597860
15,90375088,94859834,4484746,157914,6597791
16,96768895,100832986,4064091,157914,6598306
17,100904672,100927256,22584,5,711
