BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2205571,6409822,4204251,157914,6059433
2,8504889,12470983,3966094,157914,6281758
3,14476010,18282277,3806267,157914,6281949
4,20132896,23913145,3780249,157914,6281815
5,25776567,29538745,3762178,157914,6282369
6,31422245,35211721,3789476,157914,6282285
7,37196519,41022202,3825683,157914,6492828
8,42930450,46840208,3909758,157914,6597889
9,48636945,52511161,3874216,157914,6597683
10,54537990,58414977,3876987,157914,6597963
11,60186959,64109127,3922168,157914,6597618
12,65893136,69765186,3872050,157914,6597655
13,71533796,75538664,4004868,157914,6597841
14,77318382,81175670,3857288,157914,6597860
15,82924107,86846781,3922674,157914,6597791
16,88746220,92691025,3944805,157914,6598306
17,92715839,92718696,2857,5,711
