BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2279411,6394280,4114869,157914,6059433
2,8587631,12512769,3925138,157914,6281758
3,14487165,18268520,3781355,157914,6281949
4,20149047,23927427,3778380,157914,6281815
5,25801315,29560331,3759016,157914,6282369
6,31505237,35304677,3799440,157914,6282285
7,37341789,41184452,3842663,157914,6492828
8,43163482,47084490,3921008,157914,6597889
9,48939357,52835468,3896111,157914,6597683
10,54868826,58712312,3843486,157914,6597963
11,60625531,64543387,3917856,157914,6597618
12,66475963,70513509,4037546,157914,6597655
13,72386803,76269505,3882702,157914,6597841
14,78131363,82035569,3904206,157914,6597860
15,83904995,87828826,3923831,157914,6597791
16,89830087,93775499,3945412,157914,6598306
17,93801471,93803761,2290,5,711
