BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1408054,3762240,2354186,78957,2960759
2,4778485,6865140,2086655,78957,3099192
3,7870044,9739774,1869730,78957,3141173
4,10868972,12827268,1958296,78957,3141103
5,13748255,15657196,1908941,78957,3141296
6,16659126,18510221,1851095,78957,3141171
7,19371635,21266300,1894665,78957,3141239
8,22252609,24181601,1928992,78957,3141094
9,25008085,26886163,1878078,78957,3141376
10,27781775,29692129,1910354,78957,3141511
11,30574405,32493779,1919374,78957,3141402
12,33371597,35277904,1906307,78957,3141401
13,36312423,38206168,1893745,78957,3194087
14,39254648,41182776,1928128,78957,3299259
15,42174146,44131460,1957314,78957,3299299
16,45036905,47017520,1980615,78957,3299108
17,47948714,49899738,1951024,78957,3299123
18,50822956,52732014,1909058,78957,3299078
19,53711232,55636240,1925008,78957,3299388
20,56597009,58554762,1957753,78957,3299093
21,59482169,61430793,1948624,78957,3298909
22,62371612,64384009,2012397,78957,3299227
23,65325138,67327154,2002016,78957,3299183
24,68250238,70280064,2029826,78957,3298990
25,71194205,73194632,2000427,78957,3299094
26,74115234,76144795,2029561,78957,3299265
27,77091892,79066784,1974892,78957,3299148
28,79995973,81996132,2000159,78957,3299230
29,82914960,84923432,2008472,78957,3299219
30,85849374,87856808,2007434,78957,3299090
31,88839191,90904278,2065087,78957,3299343
32,91878552,93859833,1981281,78957,3299481
33,93892312,93894594,2282,5,711
