BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,18716271,43862179,25145908,1223170,48879695
2,74791182,99490706,24699524,1223170,51101669
3,135038665,160155156,25116491,1223170,51101842
4,196270396,221392145,25121749,1223170,51101574
5,259211566,284795137,25583571,1223170,51101296
6,324405144,349237777,24832633,1223170,51103156
7,386333429,411689544,25356115,1223170,51068888
8,448360203,474525716,26165513,1223170,50866147
9,515164163,539909530,24745367,1223170,56922704
10,581358077,605495475,24137398,1223170,58207424
11,646640533,671007866,24367333,1223170,58206579
12,710767656,734900939,24133283,1223170,58206279
13,775751246,799379522,23628276,1223170,58205566
14,840126778,864099620,23972842,1223170,58061685
15,901438894,925597490,24158596,1223170,57701308
16,963787297,987965487,24178190,1223170,57700116
17,988010542,988013192,2650,3,643
