BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2334389,5774305,3439916,157914,6059433
2,7819727,11110305,3290578,157914,6281758
3,12932638,16255485,3322847,157914,6281949
4,17890015,21151468,3261453,157914,6281815
5,22959090,26260691,3301601,157914,6282369
6,27851736,31144546,3292810,157914,6282285
7,33058050,36437066,3379016,157914,6492828
8,38292520,41769117,3476597,157914,6597889
9,43963696,47381339,3417643,157914,6597683
10,49687999,53076691,3388692,157914,6597963
11,55204571,58647172,3442601,157914,6597618
12,60173536,63566268,3392732,157914,6597655
13,65700413,69109653,3409240,157914,6597841
14,71249023,74694027,3445004,157914,6597860
15,76810621,80280841,3470220,157914,6597791
16,82535959,85962797,3426838,157914,6598306
17,85974505,85976411,1906,5,711
