BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2165016,3990326,1825310,78957,2960759
2,5859376,7569478,1710102,78957,3099192
3,9296527,10823010,1526483,78957,3141173
4,12720269,14245745,1525476,78957,3141103
5,16086288,17566804,1480516,78957,3141296
6,19474390,20993379,1518989,78957,3141171
7,22665734,24294948,1629214,78957,3141239
8,26170287,27698084,1527797,78957,3141094
9,29467743,31016472,1548729,78957,3141376
10,32749427,34253767,1504340,78957,3141511
11,35915320,37508253,1592933,78957,3141402
12,39152995,40654658,1501663,78957,3141401
13,42617837,44144551,1526714,78957,3194087
14,46125709,47667478,1541769,78957,3299259
15,49581022,51201711,1620689,78957,3299299
16,53136571,54698945,1562374,78957,3299108
17,56465224,58164502,1699278,78957,3299123
18,59959413,61550157,1590744,78957,3299078
19,63441470,64979594,1538124,78957,3299388
20,66782871,68321254,1538383,78957,3299093
21,70209487,71729810,1520323,78957,3298909
22,73533650,75274333,1740683,78957,3299227
23,77137152,78784773,1647621,78957,3299183
24,80699017,82405714,1706697,78957,3298990
25,84296088,85914151,1618063,78957,3299094
26,87785803,89360119,1574316,78957,3299265
27,91159852,92680169,1520317,78957,3299148
28,94480441,96044004,1563563,78957,3299230
29,97846793,99339004,1492211,78957,3299219
30,101168668,102727503,1558835,78957,3299090
31,104735011,106352601,1617590,78957,3299343
32,108300309,109832888,1532579,78957,3299481
33,109874476,109876954,2478,5,711
