BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6962943,26536292,19573349,611585,24105036
2,33814476,49663722,15849246,611585,24775177
3,57957135,74535071,16577936,611585,25550958
4,83476403,100226547,16750144,611585,25551229
5,109012223,125636410,16624187,611585,25551465
6,133925646,150059940,16134294,611585,25550895
7,158466277,174714978,16248701,611585,25551498
8,182924100,199249811,16325711,611585,25550594
9,208051613,225828017,17776404,611585,25550757
10,234078858,251603804,17524946,611585,25551057
11,260631593,277396833,16765240,611585,25551883
12,285710011,303217242,17507231,611585,25551791
13,311594741,328510226,16915485,611585,25551023
14,336836273,354270073,17433800,611585,25518383
15,362680930,379889654,17208724,611585,25433023
16,388116118,404824866,16708748,611585,25433642
17,414788339,431855043,17066704,611585,27819945
18,442072054,458325002,16252948,611585,29103277
19,467553857,483911954,16358097,611585,29103356
20,493379920,508864861,15484941,611585,29104586
21,518259999,534321536,16061537,611585,29103057
22,543732550,560656936,16924386,611585,29104040
23,570164458,586565300,16400842,611585,29103410
24,596084083,611959697,15875614,611585,29103387
25,621243048,636741542,15498494,611585,29103318
26,646451983,662732951,16280968,611585,29102766
27,672639351,688778612,16139261,611585,29102933
28,697979168,713698006,15718838,611585,28959270
29,722206839,738960784,16753945,611585,28851427
30,747614571,764029478,16414907,611585,28850399
31,772886588,789248074,16361486,611585,28850080
32,797866538,815053497,17186959,611585,28850554
33,815133845,815164624,30779,3,643
