BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,101667,111726,10059,170,6056
2,157449,166628,9179,170,6263
3,203273,213123,9850,170,6262
4,242357,255284,12927,170,6261
5,284901,294175,9274,170,6263
6,322571,331929,9358,170,6324
7,362709,372109,9400,170,6600
8,397505,407181,9676,170,6605
9,428568,438286,9718,170,6602
10,459212,474739,15527,170,6600
11,493196,500470,7274,170,6593
12,519229,526743,7514,170,6604
13,545327,555516,10189,170,6605
14,573948,585985,12037,170,6597
15,604757,611186,6429,170,6602
16,628664,636731,8067,170,6596
17,649805,651797,1992,8,794
