BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,69607,85937,16330,85,3200
2,127542,133070,5528,85,3374
3,166193,172012,5819,85,3390
4,192976,201107,8131,85,3391
5,225229,230813,5584,85,3391
6,254049,259861,5812,85,3389
7,281182,287565,6383,85,3387
8,309427,316349,6922,85,3392
9,336827,342099,5272,85,3392
10,359184,364225,5041,85,3389
11,384824,389807,4983,85,3397
12,407545,412564,5019,85,3445
13,432781,438558,5777,85,3555
14,458538,463882,5344,85,3563
15,483514,489074,5560,85,3560
16,505153,512654,7501,85,3563
17,529253,535116,5863,85,3565
18,550001,555654,5653,85,3555
19,570908,579496,8588,85,3561
20,597295,603035,5740,85,3557
21,617548,623297,5749,85,3559
22,637286,646515,9229,85,3552
23,660600,666410,5810,85,3572
24,681692,688374,6682,85,3550
25,702223,705825,3602,85,3560
26,722513,730260,7747,85,3563
27,748144,751962,3818,85,3553
28,770181,776522,6341,85,3562
29,794108,797712,3604,85,3561
30,815349,822288,6939,85,3559
31,837214,847326,10112,85,3558
32,862111,868565,6454,85,3556
33,881605,889076,7471,8,794
