BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15667064,45475516,29808452,1223170,48879695
2,63548215,93923059,30374844,1223170,51101669
3,112234462,142604012,30369550,1223170,51101842
4,159950286,190459691,30509405,1223170,51101574
5,208374890,238846219,30471329,1223170,51101296
6,257980881,288419708,30438827,1223170,51103156
7,305768902,336146255,30377353,1223170,51068888
8,354513870,384721108,30207238,1223170,50866147
9,404818733,435049523,30230790,1223170,56922704
10,454841395,484785761,29944366,1223170,58207424
11,504664853,534805625,30140772,1223170,58206579
12,553961448,584084407,30122959,1223170,58206279
13,603234297,633366578,30132281,1223170,58205566
14,652266551,682470701,30204150,1223170,58061685
15,700356707,730585673,30228966,1223170,57701308
16,748890896,779252255,30361359,1223170,57700116
17,779300373,779302796,2423,3,643
