BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16482638,42643923,26161285,1223170,48879695
2,62841525,89518609,26677084,1223170,51101669
3,108084853,134832557,26747704,1223170,51101842
4,152238172,179010683,26772511,1223170,51101574
5,196778006,223452761,26674755,1223170,51101296
6,242571302,269480335,26909033,1223170,51103156
7,286642048,313500523,26858475,1223170,51068888
8,331318508,358415908,27097400,1223170,50866147
9,378422679,404807508,26384829,1223170,56922704
10,424728906,451130251,26401345,1223170,58207424
11,471599757,497842604,26242847,1223170,58206579
12,516805002,543265592,26460590,1223170,58206279
13,562083120,588358022,26274902,1223170,58205566
14,607420613,633589874,26169261,1223170,58061685
15,651516632,678031256,26514624,1223170,57701308
16,696230741,722666464,26435723,1223170,57700116
17,722688146,722690261,2115,3,643
