BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2322747,5796826,3474079,157914,6059433
2,7822025,11141756,3319731,157914,6281758
3,13099195,16480820,3381625,157914,6281949
4,18356647,21675346,3318699,157914,6281815
5,23456438,26847835,3391397,157914,6282369
6,28422313,31775087,3352774,157914,6282285
7,33727868,37146758,3418890,157914,6492828
8,39003789,42430008,3426219,157914,6597889
9,44648592,48172647,3524055,157914,6597683
10,50484453,53895997,3411544,157914,6597963
11,56089973,59536204,3446231,157914,6597618
12,61055441,64483013,3427572,157914,6597655
13,66628629,70050318,3421689,157914,6597841
14,72192237,75629355,3437118,157914,6597860
15,77777245,81270185,3492940,157914,6597791
16,83551116,86997539,3446423,157914,6598306
17,87009870,87011458,1588,5,711
