BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15154612,52724096,37569484,1223170,48879695
2,70230484,108473319,38242835,1223170,51101669
3,126369750,164309381,37939631,1223170,51101842
4,181262831,219125113,37862282,1223170,51101574
5,236883652,274893806,38010154,1223170,51101296
6,293481259,331808696,38327437,1223170,51103156
7,348838418,387237401,38398983,1223170,51068888
8,405255146,443738515,38483369,1223170,50866147
9,463464509,501455880,37991371,1223170,56922704
10,520762928,558849109,38086181,1223170,58207424
11,578145176,616101532,37956356,1223170,58206579
12,634951474,672693472,37741998,1223170,58206279
13,691312908,729251975,37939067,1223170,58205566
14,748796301,786390507,37594206,1223170,58061685
15,804421277,842313308,37892031,1223170,57701308
16,859911164,897644775,37733611,1223170,57700116
17,897687607,897690021,2414,3,643
