BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15432986,45312394,29879408,1223170,48879695
2,63129056,93523170,30394114,1223170,51101669
3,112098127,142582218,30484091,1223170,51101842
4,159702727,189894939,30192212,1223170,51101574
5,207723596,237996041,30272445,1223170,51101296
6,256631600,286920973,30289373,1223170,51103156
7,303929064,334001196,30072132,1223170,51068888
8,352184215,382464976,30280761,1223170,50866147
9,402132390,432228220,30095830,1223170,56922704
10,451646790,481597990,29951200,1223170,58207424
11,501365332,531426228,30060896,1223170,58206579
12,550499565,580457663,29958098,1223170,58206279
13,599216001,629318891,30102890,1223170,58205566
14,648018360,678082525,30064165,1223170,58061685
15,695864772,725742930,29878158,1223170,57701308
16,743972206,773965898,29993692,1223170,57700116
17,774005394,774007780,2386,3,643
