BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15900633,52157823,36257190,1223170,48879695
2,70411847,104531195,34119348,1223170,51101669
3,123324826,156471855,33147029,1223170,51101842
4,174381294,208402645,34021351,1223170,51101574
5,225925283,260111335,34186052,1223170,51101296
6,279145906,313120710,33974804,1223170,51103156
7,330620050,364274165,33654115,1223170,51068888
8,382214350,416258930,34044580,1223170,50866147
9,436705256,469048652,32343396,1223170,56922704
10,489670317,520927489,31257172,1223170,58207424
11,541145681,572676713,31531032,1223170,58206579
12,591686092,622920264,31234172,1223170,58206279
13,641774623,674398095,32623472,1223170,58205566
14,693374858,726005140,32630282,1223170,58061685
15,744006107,778123094,34116987,1223170,57701308
16,796050291,828192053,32141762,1223170,57700116
17,828385290,828496400,111110,3,643
