BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15562809,46340628,30777819,1223170,48879695
2,64129661,94930279,30800618,1223170,51101669
3,113607619,144395782,30788163,1223170,51101842
4,161532599,192259079,30726480,1223170,51101574
5,210130091,240787643,30657552,1223170,51101296
6,259560616,290210250,30649634,1223170,51103156
7,307190654,337706564,30515910,1223170,51068888
8,355906062,386420224,30514162,1223170,50866147
9,406161159,436626175,30465016,1223170,56922704
10,456157746,486833244,30675498,1223170,58207424
11,506722920,537228754,30505834,1223170,58206579
12,556137400,586973829,30836429,1223170,58206279
13,605930983,636487516,30556533,1223170,58205566
14,655283452,685766521,30483069,1223170,58061685
15,703780186,734606571,30826385,1223170,57701308
16,752358646,782835997,30477351,1223170,57700116
17,782870655,782872898,2243,3,643
