BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2201499,6407483,4205984,157914,6059433
2,8519741,12346615,3826874,157914,6281758
3,14224908,17989941,3765033,157914,6281949
4,19888125,23615894,3727769,157914,6281815
5,25418642,29160465,3741823,157914,6282369
6,30938306,34643131,3704825,157914,6282285
7,36669834,40602385,3932551,157914,6492828
8,42587579,46548944,3961365,157914,6597889
9,48349666,52252911,3903245,157914,6597683
10,54206621,57987448,3780827,157914,6597963
11,59823360,63797769,3974409,157914,6597618
12,65670671,69590656,3919985,157914,6597655
13,71441323,75495141,4053818,157914,6597841
14,77306182,81129583,3823401,157914,6597860
15,82936764,86862109,3925345,157914,6597791
16,88789820,92842959,4053139,157914,6598306
17,92868790,92870912,2122,5,711
