BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6441540,21697913,15256373,611585,24105036
2,29088576,43859083,14770507,611585,24775177
3,52119369,67536680,15417311,611585,25550958
4,76434312,91389395,14955083,611585,25551229
5,100145632,115509111,15363479,611585,25551465
6,123832884,139135668,15302784,611585,25550895
7,147461590,162683322,15221732,611585,25551498
8,170987308,185988943,15001635,611585,25550594
9,194679025,209808996,15129971,611585,25550757
10,218048118,233049167,15001049,611585,25551057
11,242106086,257055751,14949665,611585,25551883
12,265476773,280454847,14978074,611585,25551791
13,288577454,303671955,15094501,611585,25551023
14,311940182,326985210,15045028,611585,25518383
15,335572136,350537937,14965801,611585,25433023
16,358827496,374022214,15194718,611585,25433642
17,383945004,398992357,15047353,611585,27819945
18,408748452,423829969,15081517,611585,29103277
19,433175968,448228585,15052617,611585,29103356
20,457697414,472825157,15127743,611585,29104586
21,482720974,497832179,15111205,611585,29103057
22,507252039,522199127,14947088,611585,29104040
23,531866441,546976880,15110439,611585,29103410
24,556721145,571872135,15150990,611585,29103387
25,581136621,596199970,15063349,611585,29103318
26,605823887,620886658,15062771,611585,29102766
27,630586239,645665299,15079060,611585,29102933
28,655143654,670134905,14991251,611585,28959270
29,678739107,693812476,15073369,611585,28851427
30,702397614,717434263,15036649,611585,28850399
31,726397836,741412103,15014267,611585,28850080
32,750331197,765173560,14842363,611585,28850554
33,765208134,765210192,2058,3,643
