BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6378009,25055335,18677326,611585,24105036
2,32173689,50923085,18749396,611585,24775177
3,58927893,78227597,19299704,611585,25550958
4,87069263,106716617,19647354,611585,25551229
5,115418406,134458370,19039964,611585,25551465
6,142674554,162419808,19745254,611585,25550895
7,170764074,189960520,19196446,611585,25551498
8,198197980,217305777,19107797,611585,25550594
9,225956568,245048708,19092140,611585,25550757
10,253329715,272431735,19102020,611585,25551057
11,281425811,300633282,19207471,611585,25551883
12,309098599,328271752,19173153,611585,25551791
13,336653207,355746991,19093784,611585,25551023
14,364054601,383199965,19145364,611585,25518383
15,391742390,410773809,19031419,611585,25433023
16,419092280,438198751,19106471,611585,25433642
17,448067510,466941732,18874222,611585,27819945
18,476583979,495167018,18583039,611585,29103277
19,504367570,522919440,18551870,611585,29103356
20,532336869,550920717,18583848,611585,29104586
21,560219377,578826701,18607324,611585,29103057
22,588251100,607206401,18955301,611585,29104040
23,616817990,635531945,18713955,611585,29103410
24,645300995,663939245,18638250,611585,29103387
25,673717414,692342755,18625341,611585,29103318
26,702102150,720919403,18817253,611585,29102766
27,730386590,748996503,18609913,611585,29102933
28,758340771,776944039,18603268,611585,28959270
29,785510755,804023890,18513135,611585,28851427
30,812571102,831157370,18586268,611585,28850399
31,840009804,858780431,18770627,611585,28850080
32,867413643,886131792,18718149,611585,28850554
33,886160383,886163000,2617,3,643
