BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,98679,110169,11490,170,6056
2,154158,164747,10589,170,6263
3,200217,211211,10994,170,6262
4,240481,256267,15786,170,6261
5,287937,299158,11221,170,6263
6,329076,340838,11762,170,6324
7,373033,384585,11552,170,6600
8,411548,423600,12052,170,6605
9,444836,454498,9662,170,6602
10,480637,490024,9387,170,6600
11,509072,520535,11463,170,6593
12,544071,553478,9407,170,6604
13,572366,582158,9792,170,6605
14,602991,613621,10630,170,6597
15,640160,649599,9439,170,6602
16,670722,680842,10120,170,6596
17,699420,701681,2261,8,794
