BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,125600,142667,17067,340,11801
2,207190,221468,14278,340,12005
3,266157,278862,12705,340,12069
4,313781,326650,12869,340,12687
5,363589,375294,11705,340,12684
6,405759,414850,9091,340,12679
7,441127,451374,10247,340,12684
8,481113,489838,8725,340,12680
9,500148,501764,1616,8,794
