BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2023019,3860158,1837139,78957,2960759
2,5803391,7572889,1769498,78957,3099192
3,9263942,10754115,1490173,78957,3141173
4,12584255,14143698,1559443,78957,3141103
5,15995931,17514374,1518443,78957,3141296
6,19412823,20988784,1575961,78957,3141171
7,22678956,24172442,1493486,78957,3141239
8,25975162,27545948,1570786,78957,3141094
9,29240340,30750959,1510619,78957,3141376
10,32442724,34038449,1595725,78957,3141511
11,35673970,37195752,1521782,78957,3141402
12,38965299,40454633,1489334,78957,3141401
13,42437152,44141671,1704519,78957,3194087
14,46119344,47697741,1578397,78957,3299259
15,49720740,51382434,1661694,78957,3299299
16,53196610,54790475,1593865,78957,3299108
17,56609845,58269425,1659580,78957,3299123
18,60157703,61750795,1593092,78957,3299078
19,63637121,65257096,1619975,78957,3299388
20,67099218,68675096,1575878,78957,3299093
21,70540443,72282109,1741666,78957,3298909
22,74101138,75672840,1571702,78957,3299227
23,77520237,79167155,1646918,78957,3299183
24,80998897,82642435,1643538,78957,3298990
25,84496330,86154488,1658158,78957,3299094
26,87986546,89737332,1750786,78957,3299265
27,91513283,93087728,1574445,78957,3299148
28,94905258,96514945,1609687,78957,3299230
29,98286794,99828705,1541911,78957,3299219
30,101646585,103244522,1597937,78957,3299090
31,105201822,106824899,1623077,78957,3299343
32,108897055,110592483,1695428,78957,3299481
33,110639594,110645950,6356,5,711
