BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15475937,45752988,30277051,1223170,48879695
2,63536916,93987015,30450099,1223170,51101669
3,112090505,142605984,30515479,1223170,51101842
4,159779913,190058480,30278567,1223170,51101574
5,207761547,238162181,30400634,1223170,51101296
6,256182615,286449333,30266718,1223170,51103156
7,304033449,334300343,30266894,1223170,51068888
8,351682647,381908420,30225773,1223170,50866147
9,403362242,433596821,30234579,1223170,56922704
10,453316936,483313036,29996100,1223170,58207424
11,502750671,533017984,30267313,1223170,58206579
12,551490797,581898231,30407434,1223170,58206279
13,600473736,630536733,30062997,1223170,58205566
14,649100305,679155048,30054743,1223170,58061685
15,697418084,727610115,30192031,1223170,57701308
16,745367103,775261550,29894447,1223170,57700116
17,775299107,775301474,2367,3,643
