BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,8816278,21734726,12918448,611585,24105036
2,37073283,49343580,12270297,611585,24775177
3,64328613,77028375,12699762,611585,25550958
4,95374010,108194729,12820719,611585,25551229
5,126574698,139548345,12973647,611585,25551465
6,156713876,169388937,12675061,611585,25550895
7,186362368,199017046,12654678,611585,25551498
8,216179099,228835144,12656045,611585,25550594
9,245819983,259011319,13191336,611585,25550757
10,276047621,288816671,12769050,611585,25551057
11,306681031,319919326,13238295,611585,25551883
12,337031262,349751846,12720584,611585,25551791
13,367475820,380077152,12601332,611585,25551023
14,397301994,409970004,12668010,611585,25518383
15,427228076,440086192,12858116,611585,25433023
16,457189049,469821838,12632789,611585,25433642
17,488426442,500886475,12460033,611585,27819945
18,518950947,531287425,12336478,611585,29103277
19,548678401,561254621,12576220,611585,29103356
20,578959085,591400503,12441418,611585,29104586
21,608834376,621273376,12439000,611585,29103057
22,638983866,651381358,12397492,611585,29104040
23,669208300,681577581,12369281,611585,29103410
24,699483931,711555640,12071709,611585,29103387
25,729430963,741546316,12115353,611585,29103318
26,759289683,771735734,12446051,611585,29102766
27,789710052,802086406,12376354,611585,29102933
28,819874764,832350551,12475787,611585,28959270
29,850177797,862450503,12272706,611585,28851427
30,880181200,892435605,12254405,611585,28850399
31,909840103,922383700,12543597,611585,28850080
32,939814755,951776310,11961555,611585,28850554
33,951807992,951811512,3520,3,643
