BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,8621214,21397095,12775881,611585,24105036
2,36751838,49164329,12412491,611585,24775177
3,64543014,77103437,12560423,611585,25550958
4,95263660,107961372,12697712,611585,25551229
5,125119456,137675387,12555931,611585,25551465
6,154731447,167811191,13079744,611585,25550895
7,184961804,197470360,12508556,611585,25551498
8,214238183,226720465,12482282,611585,25550594
9,244010451,256475858,12465407,611585,25550757
10,273375113,285981763,12606650,611585,25551057
11,304414129,317083575,12669446,611585,25551883
12,334382844,346851846,12469002,611585,25551791
13,363842241,376235660,12393419,611585,25551023
14,395246627,407676001,12429374,611585,25518383
15,425303632,437850702,12547070,611585,25433023
16,454939452,467374389,12434937,611585,25433642
17,485901708,498211220,12309512,611585,27819945
18,516107574,528158462,12050888,611585,29103277
19,545511990,557693406,12181416,611585,29103356
20,575125753,587294096,12168343,611585,29104586
21,605021745,617302705,12280960,611585,29103057
22,635422890,647325961,11903071,611585,29104040
23,665178587,677306213,12127626,611585,29103410
24,695185772,707326460,12140688,611585,29103387
25,725564594,737507953,11943359,611585,29103318
26,755480835,767654442,12173607,611585,29102766
27,785423185,797686221,12263036,611585,29102933
28,815303329,827373864,12070535,611585,28959270
29,845252229,857631126,12378897,611585,28851427
30,875642508,887617238,11974730,611585,28850399
31,906350136,918595643,12245507,611585,28850080
32,936523685,948442630,11918945,611585,28850554
33,948482468,948484795,2327,3,643
