BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1438585,4184481,2745896,78957,2960759
2,5177805,7765236,2587431,78957,3099192
3,8761064,11115244,2354180,78957,3141173
4,12182338,14608845,2426507,78957,3141103
5,15536653,17882279,2345626,78957,3141296
6,18804066,21131908,2327842,78957,3141171
7,21985328,24411694,2426366,78957,3141239
8,25346413,27715940,2369527,78957,3141094
9,28570075,30941285,2371210,78957,3141376
10,31798156,34135497,2337341,78957,3141511
11,34980614,37336397,2355783,78957,3141402
12,38176930,40603166,2426236,78957,3141401
13,41589697,43984921,2395224,78957,3194087
14,44968920,47489604,2520684,78957,3299259
15,48477527,50964243,2486716,78957,3299299
16,51881578,54357587,2476009,78957,3299108
17,55280335,57741387,2461052,78957,3299123
18,58658576,61158947,2500371,78957,3299078
19,62154246,64675402,2521156,78957,3299388
20,65595637,68041793,2446156,78957,3299093
21,68964843,71466478,2501635,78957,3298909
22,72380406,74836123,2455717,78957,3299227
23,75776141,78276335,2500194,78957,3299183
24,79202939,81610944,2408005,78957,3298990
25,82537384,85041034,2503650,78957,3299094
26,85963300,88395899,2432599,78957,3299265
27,89320219,91784251,2464032,78957,3299148
28,92708178,95167714,2459536,78957,3299230
29,96094239,98547762,2453523,78957,3299219
30,99446159,101866760,2420601,78957,3299090
31,102858873,105365447,2506574,78957,3299343
32,106351946,108768320,2416374,78957,3299481
33,108797036,108799962,2926,5,711
