BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15473314,53304652,37831338,1223170,48879695
2,71108669,108970336,37861667,1223170,51101669
3,127031188,164854715,37823527,1223170,51101842
4,182098492,220200496,38102004,1223170,51101574
5,238411496,276617209,38205713,1223170,51101296
6,294631303,332644501,38013198,1223170,51103156
7,350530561,388872997,38342436,1223170,51068888
8,406123880,444201447,38077567,1223170,50866147
9,464971376,502202214,37230838,1223170,56922704
10,521867297,559097021,37229724,1223170,58207424
11,578589600,615830815,37241215,1223170,58206579
12,634514472,671820839,37306367,1223170,58206279
13,690476586,727946302,37469716,1223170,58205566
14,746497680,784235925,37738245,1223170,58061685
15,802391234,839869318,37478084,1223170,57701308
16,857454114,894958924,37504810,1223170,57700116
17,894990593,894992958,2365,3,643
