BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,115041,124993,9952,170,6056
2,171614,180502,8888,170,6263
3,218571,228049,9478,170,6262
4,257671,269905,12234,170,6261
5,298922,308406,9484,170,6263
6,333615,341525,7910,170,6324
7,374683,384418,9735,170,6600
8,409452,418521,9069,170,6605
9,440177,447729,7552,170,6602
10,468905,476199,7294,170,6600
11,494878,504142,9264,170,6593
12,523248,530458,7210,170,6604
13,549192,556237,7045,170,6605
14,574757,582177,7420,170,6597
15,601333,608566,7233,170,6602
16,626061,633582,7521,170,6596
17,645967,652249,6282,8,794
