BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2230056,6370142,4140086,157914,6059433
2,8437623,12328078,3890455,157914,6281758
3,14344629,18127849,3783220,157914,6281949
4,20021539,23840072,3818533,157914,6281815
5,25707100,29489233,3782133,157914,6282369
6,31285697,35047093,3761396,157914,6282285
7,37156840,41048886,3892046,157914,6492828
8,43011134,46879146,3868012,157914,6597889
9,48679675,52628376,3948701,157914,6597683
10,54552089,58407238,3855149,157914,6597963
11,60288954,64202282,3913328,157914,6597618
12,66046868,69915524,3868656,157914,6597655
13,71721000,75665375,3944375,157914,6597841
14,77449001,81366476,3917475,157914,6597860
15,83154778,87096763,3941985,157914,6597791
16,89046966,92939211,3892245,157914,6598306
17,92967715,92969720,2005,5,711
