BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,172959,189798,16839,170,6056
2,274622,290843,16221,170,6263
3,362349,373850,11501,170,6262
4,432962,456053,23091,170,6261
5,509540,529214,19674,170,6263
6,583337,599609,16272,170,6324
7,652019,663817,11798,170,6600
8,720051,737809,17758,170,6605
9,781529,794748,13219,170,6602
10,840712,856017,15305,170,6600
11,898944,911319,12375,170,6593
12,952559,965407,12848,170,6604
13,1009940,1020862,10922,170,6605
14,1063323,1076405,13082,170,6597
15,1125526,1137184,11658,170,6602
16,1181968,1193445,11477,170,6596
17,1222436,1239584,17148,8,794
