BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6553624,21800040,15246416,611585,24105036
2,29123998,43928986,14804988,611585,24775177
3,52292280,67505408,15213128,611585,25550958
4,76497909,91756305,15258396,611585,25551229
5,100772131,115948947,15176816,611585,25551465
6,124351818,139512391,15160573,611585,25550895
7,147943735,163121540,15177805,611585,25551498
8,171504129,186724412,15220283,611585,25550594
9,195512756,210657470,15144714,611585,25550757
10,218991245,234059241,15067996,611585,25551057
11,243267908,258509277,15241369,611585,25551883
12,267045132,282201780,15156648,611585,25551791
13,290667222,305876930,15209708,611585,25551023
14,314225761,329504538,15278777,611585,25518383
15,338161224,353343050,15181826,611585,25433023
16,361648506,376926653,15278147,611585,25433642
17,386833649,401896055,15062406,611585,27819945
18,411679357,426694165,15014808,611585,29103277
19,435942380,451039587,15097207,611585,29103356
20,460505803,475551155,15045352,611585,29104586
21,485483336,500538398,15055062,611585,29103057
22,509981107,524893983,14912876,611585,29104040
23,534540540,549675827,15135287,611585,29103410
24,559226988,574160329,14933341,611585,29103387
25,583856176,598898371,15042195,611585,29103318
26,608367085,623393270,15026185,611585,29102766
27,632866964,647787095,14920131,611585,29102933
28,657330255,672346712,15016457,611585,28959270
29,680926535,695919895,14993360,611585,28851427
30,704452902,719482292,15029390,611585,28850399
31,728360436,743367843,15007407,611585,28850080
32,752243867,767122651,14878784,611585,28850554
33,767162584,767164931,2347,3,643
