BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6907860,25367814,18459954,611585,24105036
2,32718305,48021932,15303627,611585,24775177
3,56304571,72660622,16356051,611585,25550958
4,81566559,98599650,17033091,611585,25551229
5,107358992,123803621,16444629,611585,25551465
6,132153840,147768543,15614703,611585,25550895
7,156108198,172723310,16615112,611585,25551498
8,180995314,198943179,17947865,611585,25550594
9,207634336,225200630,17566294,611585,25550757
10,233487642,250022067,16534425,611585,25551057
11,259184892,276397458,17212566,611585,25551883
12,284872743,303214108,18341365,611585,25551791
13,311584600,327884230,16299630,611585,25551023
14,336213972,352772469,16558497,611585,25518383
15,361156423,377245716,16089293,611585,25433023
16,385495449,401417460,15922011,611585,25433642
17,411617676,427265107,15647431,611585,27819945
18,437528840,453285667,15756827,611585,29103277
19,462641945,478913279,16271334,611585,29103356
20,488358354,503771082,15412728,611585,29104586
21,513093924,529390526,16296602,611585,29103057
22,538942178,555525697,16583519,611585,29104040
23,565037360,580754954,15717594,611585,29103410
24,590212405,606586865,16374460,611585,29103387
25,615997582,631591181,15593599,611585,29103318
26,641235867,656922055,15686188,611585,29102766
27,666742802,682811623,16068821,611585,29102933
28,692252432,708524393,16271961,611585,28959270
29,717281754,735459163,18177409,611585,28851427
30,744196520,760036184,15839664,611585,28850399
31,768932249,785520986,16588737,611585,28850080
32,794294155,810272875,15978720,611585,28850554
33,810414225,810474134,59909,3,643
