BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,623218,699328,76110,170,6056
2,759119,790672,31553,170,6263
3,840656,890970,50314,170,6262
4,923146,1034650,111504,170,6261
5,1079215,1133481,54266,170,6263
6,1175811,1309019,133208,170,6324
7,1367251,1526114,158863,170,6600
8,1572610,1626314,53704,170,6605
9,1662976,1693027,30051,170,6602
10,1726203,1852206,126003,170,6600
11,1884926,1910335,25409,170,6593
12,1940019,2002326,62307,170,6604
13,2035619,2061934,26315,170,6605
14,2091487,2262535,171048,170,6597
15,2295098,2329191,34093,170,6602
16,2357151,2487859,130708,170,6596
17,2570448,2604631,34183,8,794
