BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15762333,46429046,30666713,1223170,48879695
2,64921292,95901801,30980509,1223170,51101669
3,114231820,145155333,30923513,1223170,51101842
4,162479120,193433164,30954044,1223170,51101574
5,211540598,242558861,31018263,1223170,51101296
6,261868030,292721917,30853887,1223170,51103156
7,310157006,341043597,30886591,1223170,51068888
8,359488411,390402107,30913696,1223170,50866147
9,410458415,441445342,30986927,1223170,56922704
10,462096632,493014564,30917932,1223170,58207424
11,512977332,543858798,30881466,1223170,58206579
12,563015234,593802457,30787223,1223170,58206279
13,612806936,643742482,30935546,1223170,58205566
14,662711192,693495074,30783882,1223170,58061685
15,711619246,742351798,30732552,1223170,57701308
16,760321257,791185852,30864595,1223170,57700116
17,791234588,791237128,2540,3,643
