BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2185135,7479287,5294152,157914,6059433
2,9529644,14436930,4907286,157914,6281758
3,16420038,21136466,4716428,157914,6281949
4,22907435,27661164,4753729,157914,6281815
5,29435999,34243152,4807153,157914,6282369
6,36092368,40924195,4831827,157914,6282285
7,42901843,47834852,4933009,157914,6492828
8,49737301,54716660,4979359,157914,6597889
9,56473812,61434360,4960548,157914,6597683
10,63331469,68465755,5134286,157914,6597963
11,70226218,75127080,4900862,157914,6597618
12,76898522,81783079,4884557,157914,6597655
13,83560870,88459011,4898141,157914,6597841
14,90216989,95067302,4850313,157914,6597860
15,96836474,101830808,4994334,157914,6597791
16,103726512,108649490,4922978,157914,6598306
17,108673673,108675984,2311,5,711
