BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6410677,25483086,19072409,611585,24105036
2,32642270,51194385,18552115,611585,24775177
3,59186145,78087224,18901079,611585,25550958
4,86870452,105861484,18991032,611585,25551229
5,114468760,133367913,18899153,611585,25551465
6,141568311,160535052,18966741,611585,25550895
7,168888871,187746153,18857282,611585,25551498
8,195962267,214953448,18991181,611585,25550594
9,223625581,242578631,18953050,611585,25550757
10,250847710,269913756,19066046,611585,25551057
11,278863632,297725217,18861585,611585,25551883
12,305970368,324868574,18898206,611585,25551791
13,333234446,352066450,18832004,611585,25551023
14,360324974,379164263,18839289,611585,25518383
15,387672348,406572217,18899869,611585,25433023
16,414881438,433783129,18901691,611585,25433642
17,443794488,462508619,18714131,611585,27819945
18,472156471,490729449,18572978,611585,29103277
19,499968530,518536726,18568196,611585,29103356
20,527943218,546525410,18582192,611585,29104586
21,555817475,574544570,18727095,611585,29103057
22,583951059,602564826,18613767,611585,29104040
23,612201167,630772284,18571117,611585,29103410
24,640376001,659314756,18938755,611585,29103387
25,669111153,687772725,18661572,611585,29103318
26,697524408,716237303,18712895,611585,29102766
27,725847107,744436569,18589462,611585,29102933
28,753767041,772410611,18643570,611585,28959270
29,780955616,799477368,18521752,611585,28851427
30,808022691,826577915,18555224,611585,28850399
31,835422011,853993541,18571530,611585,28850080
32,862612414,881123445,18511031,611585,28850554
33,881151924,881154626,2702,3,643
