BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6782381,26183897,19401516,611585,24105036
2,33626919,49272121,15645202,611585,24775177
3,57588138,74123455,16535317,611585,25550958
4,83023108,99640686,16617578,611585,25551229
5,108461372,125402307,16940935,611585,25551465
6,133733445,149616286,15882841,611585,25550895
7,157940300,174395605,16455305,611585,25551498
8,182666252,199282273,16616021,611585,25550594
9,208049638,224873163,16823525,611585,25550757
10,233132912,250007752,16874840,611585,25551057
11,259193359,274884967,15691608,611585,25551883
12,283354238,301327518,17973280,611585,25551791
13,309540445,326461194,16920749,611585,25551023
14,335015767,351874157,16858390,611585,25518383
15,360252167,377192096,16939929,611585,25433023
16,385486408,402735928,17249520,611585,25433642
17,412767745,430456743,17688998,611585,27819945
18,440678643,456561475,15882832,611585,29103277
19,465818014,482590130,16772116,611585,29103356
20,492149997,508085740,15935743,611585,29104586
21,517972253,533842202,15869949,611585,29103057
22,543091993,559825948,16733955,611585,29104040
23,569330431,585237491,15907060,611585,29103410
24,594760655,611085354,16324699,611585,29103387
25,620385561,636145099,15759538,611585,29103318
26,645380083,661688901,16308818,611585,29102766
27,671556449,687264174,15707725,611585,29102933
28,696625012,712736783,16111771,611585,28959270
29,721271475,737272386,16000911,611585,28851427
30,745840151,762225654,16385503,611585,28850399
31,771035346,787368076,16332730,611585,28850080
32,796016703,812085173,16068470,611585,28850554
33,812251694,812332016,80322,3,643
