BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,491001,598349,107348,170,6056
2,664272,706574,42302,170,6263
3,767210,840210,73000,170,6262
4,889474,1218674,329200,170,6261
5,1269760,1333893,64133,170,6263
6,1375984,1509316,133332,170,6324
7,1557577,1650987,93410,170,6600
8,1696327,1784600,88273,170,6605
9,1823267,1859668,36401,170,6602
10,1897009,2219141,322132,170,6600
11,2251503,2277219,25716,170,6593
12,2311769,2377473,65704,170,6604
13,2410458,2444130,33672,170,6605
14,2478227,2644901,166674,170,6597
15,2679950,2711554,31604,170,6602
16,2744030,2769871,25841,170,6596
17,2835652,2861825,26173,8,794
