BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6534972,21650254,15115282,611585,24105036
2,29292371,44008543,14716172,611585,24775177
3,52590314,67641055,15050741,611585,25550958
4,76694802,91697871,15003069,611585,25551229
5,100499486,115562822,15063336,611585,25551465
6,124056128,139192252,15136124,611585,25550895
7,147665822,162712160,15046338,611585,25551498
8,171009486,185908364,14898878,611585,25550594
9,194813912,209727992,14914080,611585,25550757
10,218043869,233032075,14988206,611585,25551057
11,242305915,257272669,14966754,611585,25551883
12,265942633,280837035,14894402,611585,25551791
13,289078287,304209023,15130736,611585,25551023
14,312583582,327801941,15218359,611585,25518383
15,336661835,351736896,15075061,611585,25433023
16,360343119,375469831,15126712,611585,25433642
17,385383397,400341071,14957674,611585,27819945
18,410176817,425272024,15095207,611585,29103277
19,434540814,449533323,14992509,611585,29103356
20,458970234,474082347,15112113,611585,29104586
21,484039087,499078000,15038913,611585,29103057
22,508616545,523675458,15058913,611585,29104040
23,533391401,548472964,15081563,611585,29103410
24,558402247,573439541,15037294,611585,29103387
25,583190045,598244026,15053981,611585,29103318
26,607729996,622825909,15095913,611585,29102766
27,632382599,647387331,15004732,611585,29102933
28,656873928,671789479,14915551,611585,28959270
29,680511221,695449054,14937833,611585,28851427
30,704039921,719025245,14985324,611585,28850399
31,728061715,743043186,14981471,611585,28850080
32,751919797,766802363,14882566,611585,28850554
33,766829172,766831696,2524,3,643
